ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Description,Categories,Language
0380811901,Love Play,Rosemary Rogers,1982,Avon,"They have money, power and arrogance--and the world is theirs. Beautiful and unspoiled, Sara Coleville knows she can play their game. Now her fine-bred defiance and brazen masquerades have excited Marco Marcantoni--enflaming the hot-blooded duke's most shameles passions and wildest desires. He vows he will have her, in secrecy and seclusion--to use until all his needs are satisfied. But Sara's innocence is deceptive. And it is she who must ultimately prevail in this world where wealth makes love easy...and passion makes it dangerous. They have money, power and arrogance--and the world is theirs. Beautiful and unspoiled, Sara Coleville knows she can play their game. Now her fine-bred defiance and brazen masquerades have excited Marco Marcantoni--enflaming the hot-blooded duke's most shameles passions and wildest desires. He vows he will have her, in secrecy and seclusion--to use until all his needs are satisfied. But Sara's innocence is deceptive. And it is she who must ultimately prevail in this world where wealth makes love easy...and passion makes it dangerous.",Fiction,
0441918107,The Worthing Chronicle,Orson Scott Card,1983,Ace Books,"In suspended animation for fifteen thousand years, Jason Worthing, a telepath, awakes to see what has happened to the colony he had established",Fiction,
1561452548,While You Were Sleeping,John Butler,2001,Peachtree Publishers,,,
0374221790,The Testament of Yves Gundron,Emily Barton,2000,Farrar Straus Giroux,,,
0806623152,Luther the Reformer,James M. Kittelson,1987,Augsburg Fortress Publishers,,,
0443059748,Pharmacology,H. P. Rang,1999,Churchill Livingstone,,,
0689304064,A Dance to Still Music,Barbara Corcoran,1974,Simon &amp; Schuster,,,
0870441973,Wonders of the desert world (Books for young explorers),Judith E Rinard,1976,National Geographic Society,,,
1882593049,The Prince of West End Avenue,Alan Isler,1994,Bridge Works Publishing Company,,,
0449147207,Murder in My Backyard (Stephen Ramsay Mysteries),Ann Cleeves,1991,Fawcett Books,,,
0446364622,The Children of Men,P.D. James,1994,Warner Books,"Told with P. D. James' s trademark suspense, insightful characterization, and riveting storytelling, ""The Children of Men"" is a story of a world with no children and no future. The human race has become infertile, and the last generation to be born is now adult. Civilization itself is crumbling as suicide and despair become commonplace. Oxford historian Theodore Faron, apathetic toward a future without a future, spends most of his time reminiscing. Then he is approached by Julian, a bright, attractive woman who wants him to help get her an audience with his cousin, the powerful Warden of England. She and her band of unlikely revolutionaries may just awaken his desire to live . . . and they may also hold the key to survival for the human race.",Fiction,en
0743242513,True Story : A Novel,Bill Maher,2002,Simon &amp; Schuster,,,
0440224713,Total Recall: A V.I. Warshawski Novel,Sara Paretsky,2002,Dell Publishing Company,"NEW YORK TIMES BESTSELLER • “A spectacular mystery—complex, fast-paced yet ruminative, and imbued with the grim awareness, shared by all intelligent hard-boiled novels, that the past always catches up with us . . . a thrilling and even moving mystery.”—The Washington Post Book World V.I.’s journey begins with a national conference in downtown Chicago, where angry protesters are calling for the recovery of Holocaust assets. Replayed on the evening news is the scene of a slight man who has stood up at the conference to tell an astonishing story of a childhood shattered by the Holocaust — a story that has devastating consequences for V.I.’s cherished friend and mentor, Lotty Herschel. Lotty was a girl of nine when she emigrated from Austria to England, one of a group of children wrenched from their parents and saved from the Nazi terror just before the war broke out. Now stunningly—impossibly—it appears that someone from that long-lost past may have returned. With the help of a recovered-memory therapist, Paul Radbuka has recently learned his true identity. But is he who he claims to be? Or is he a cunning impostor who has usurped someone else’s history . . . a history Lotty has tried to forget for over fifty years? As a frightened V.I. watches her friend unravel, she sets out to help in the only way she can: by investigating Radbuka’s past. Already working on a difficult case for a poor family cheated of their life insurance, she tries to balance Lotty’s needs with her client’s, only to find that both are spiraling into a whirlpool of international crime that stretches from Switzerland and Germany to Chicago’s South Side. As the atrocities of the past reach out to engulf the living, V.I. struggles to decide whose memories of a terrible war she can trust, and moves closer to a chilling realization of the truth—a truth that almost destroys her oldest friend.",Fiction,en
055357468X,God Save the Queen!,Dorothy Cannell,1998,Bantam Books,,,
0786011076,Die for Me: The Terrifying True Story of the Charles Ng &amp; Leonard Lake Torture Muders,Don Lasseter,2000,Pinnacle Books,,,
0786905263,The Doom Brigade (Dragonlance Saga),Margaret Weis,1996,Wizards of the Coast,,,
082121652X,"An American Vision: Three Generations of Wyeth Art : N.C. Wyeth, Andrew Wyeth, James Wyeth",James H. Duff,1987,Random House Value Pub,,,
0373162332,"Guardian Angel (Harlequin American Romance, No 233)",Cathy Gillen Thacker,1988,Harlequin,,,
1553696662,Sparkle,Felekech Woldehana,2002,Not Avail,,,
0446311189,The Ice Age,Margaret Drabble,1983,Warner Books,,,
2277224375,La Vie des maÃ?Â®tres,Baird Thomas Spalding,2001,J'ai lu,,,
0451410017,Pressure Points,Larry Brooks,2001,Onyx Books,"Three ambitious executives--one woman and two men--embark on a retreat in the wilds of California as part of a seminar to build teamwork, trust, and awareness that turns into a battle for survival and the ultimate test of their moral, mental, and physical limits.",Fiction,
0316141267,Top Wing (Matt Christopher Sports Classics),Matt Christopher,1995,"Little, Brown",,,
0590939599,Go Eat Worms! (Goosebumps Presents TV Book #9),Tracey West,1997,Apple (Scholastic),,,
0307215245,Trixie Belden and the Secret of the Mansion (Trixie Belden),Julie Campbell,1977,Random House Childrens Books,,,
8401328276,El latido del pÃ¡jaro,Mo Hayder,2000,"Plaza &amp; Janes Editores, S.A.",,,
0451200462,The Heart of the Antarctic: The Farthest South Expedition 1907-1909,Ernest Shackleton,2000,Signet Book,,,
0553254464,All Things Wise and Wonderful,James Herriot,1981,Bantam Books,,,
1573241601,The 9 Types of Lovers: Why We Love the People We Do &amp; How They Drive Us Crazy,Daphne Rose Kingma,1999,Conari Press,,,
0743219864,The Surrendered Single: A Practical Guide to Falling for and Committing to a Man You Absolutely Love,Laura Doyle,2002,Simon &amp; Schuster (Trade Division),,,
0312318960,The Bad Boy's Wife,Karen Shepard,2004,St. Martin's Press,,,
0061012890,Heart of Deception,Taylor Chase,1999,HarperTorch,,,
0312853602,Grass Kingdom,Jory Sherman,1994,St Martins Pr,,,
0765342669,The Wonder Clock (Starscape),Howard Pyle,2003,Starscape,,,
0811214001,Everything &amp; Nothing,Jorge Luis Borges,1999,New Directions Publishing Corporation,,,
0812521331,"People of the Wolf (The First North Americans series, Book 1)",W. Michael Gear,1992,Tor Books,"Before the dawn of history, a brave people found a new world, led by a dreamer who followed the spirit of the wolf. Copyright © Libri GmbH. All rights reserved.",Fiction,en
0060096691,Being Committed : A Novel,Anna Maxted,2004,Regan Books,,,
340780573X,Post fÃ?Â¼r den Tiger,Janosch,1996,Beltz,Not found,Not found,Not found
0399145990,The River King,Alice Hoffman,2000,Putnam Publishing Group,"People tend to stay in their place in the town of Haddan. The students at the prestigious prep school don't mix with locals; even within the school, hierarchy rules as freshmen and faculty members find out where they fit in and what is expected from them.",Fiction,
0395960622,Billy,Laura Roybal,1999,Houghton Mifflin Company,,,
0749318627,Sons and Lovers,D.H. Lawrence,1994,Mandarin,,,
1902012186,Celtic Rituals: An Authentic Guide to Ancient Celtic Spirituality,Alexi Kondratiev,2001,Collins Press,,,
006052703X,Looking for Class : Days and Nights at Oxford and Cambridge,Bruce Feiler,2003,Perennial,,,
0425108821,Dangerous Deceptions,Arabella Seymour,1988,Berkley Pub Group,,,
349911223X,Brennende Lichter.,Bella Chagall,1969,Rowohlt Tb.,,,
0966517679,"The Dimwit's Dictionary: 5,000 Overused Words and Phrases and Alternatives to Them",Robert Hartwell Fiske,2002,Marion Street Press,,,
0812532147,The Mummy Case,Elizabeth Peters,1992,Tor Books (Mm),,,
2253172162,Le Concile De Pierre,Jean-Christophe Grange,2002,Distribooks Inc,,,
0973164824,Goddess in the Grass: Serpentine Mythology and the Great Goddess,Linda Foubister,2003,EcceNova Editions,,,
0877957967,Power on Earth,Nick Tosches,1986,Arbor House Pub Co,,,
0201688565,"The Photoshop 4 Wow! Book: Tips, Tricks, &amp; Techniques for Adobe Photoshop 4 : Macintosh Edition",Linnea Dayton,1997,Addison-Wesley,,,
0553270907,The Class,Erich Segal,1986,Bantam Books,,,
0837885043,The Night Before Christmas,Clement Clarke Moore,1994,C.R. Gibson Company,"""'Twas the night before Christmas, when all through the house not a creature was stirring, not even a mouse."" These familiar words have never before been illustrated with such style. Magnificent paintings by American artist Richard Jesse Watson infuse traditional images with pizzazz and flair. From cozy interiors to snowy landscapes, each scene is packed with the details of Christmas. Watch for the remarkable cast of elves who populate these pages. Best of all, see Santa Claus himself as you've never seen him before, complete with an exclusive interview. Spilling over with all the joy and generosity of the season, here is an edition of Clement C. Moore's classic Christmas poem that is perfect for families of today. Ho! Ho! Ho!",Juvenile Nonfiction,
0890811873,Quiet Moments for Women: A Daily Devotional,June M. Bacher,1979,Harvest House Publishers,,,
0449500284,Lady of Fortune (Coventry Romances; 25),Blanche Chenier,1980,Ivy Books,,,
0395585724,The Amazing Brain,Robert Ornstein,1991,Mariner Books,,,
0590089099,Twenty Grand,Ernestine Taggard,1975,Scholastic,,,
8408050044,El Baile De LA Victoria (Autores Espanoles E Iberoamericanos),Antonio Skarmeta,2003,Planeta Pub Corp,,,
0883658240,Complete Puppy and Dog Book,Norman Johnson,1993,BBS Publishing Corporation,,,
0395873460,The Hobbit (Illustrated Edition),J. R. R. Tolkien,1997,Houghton Mifflin Co,"Bilbo Baggins, a respectable, well-to-do hobbit, lives comfortably in his hobbit-hole until the day the wandering wizard Gandalf chooses him to take part in an adventure from which he may never return.",Fiction,
0385296940,Cold Moons,Aeron Clement,1989,Bantam Dell Pub Group,,,
3455042481,Die Klangprobe: Roman,Siegfried Lenz,1990,Hoffmann und Campe,,,
071484246X,Vitamin P,Barry Schwabsky,2002,Phaidon Press,,,
0886777542,Owlflight (Darian's Tale),Mercedes Lackey,1997,Daw Books,,,
1556704100,Funny Dogs,Jane Martin,1995,"Stewart, Tabori, &amp; Chang",,,
0373501781,Millionaire And The Cowgirl (Author'S 40th Book) (Fortune's Children),Steve Jackson,1996,Harlequin,,,
3453215087,The Scorpion King. Der Roman zum Film.,Max Allan Collins,2002,Heyne,,,
0425177017,The Crossword Murder,Nero Blanc,2000,Berkley Publishing Group,,,
0812515854,Fear and Trembling,Robert Bloch,1989,Tor Books,,,
0345337581,The Memory Book,Harry Lorayne,1986,Ballantine Books,,,
0553586335,Gone to the Dogs,EMILY CARMICHAEL,2003,Bantam,,,
0373292163,"An Honorable Thief (Harlequin Historical, No. 616)",Anne Gracie,2002,Harlequin,"An Honorable Thief by Anne Gracie released on Jun 24, 2002 is available now for purchase.",London (England),
0446610542,The Bachelor (Warner Books Contemporary Romance),Carly Phillips,2002,Warner Forever,"Foreign correspondent Roman Chandler has always prized his freedom above all else. Now losing a coin toss has sealed this youngest brother's fate. Finding someone to escort down the aisle is the easy part-every wannabe bride in sleepy Yorkshire Falls is itching to get hitched to this gorgeous, globe-trotting Chandler man. But Roman still lusts after the woman who got away. Stunning heartbreaker Charlotte Bronson has come home to put down roots and get her erotic lingerie business off the ground. She wants a man that won't go chasing off to the far corners of the earth for a breaking news story. He wants her to say ""I do.""",Fiction,en
0399133844,Gracie: A Love Story,George Burns,1988,Putnam Pub Group,,,
0140585265,The Penguin Book of Irish Verse,Brendan Kennelly,1981,Penguin Books,,,
0941807304,Funny Kittens (Welcome Books (Steward Tabori &amp; Chang)),J. C. Suares,2000,Welcome Books,,,
0375503307,Perfect Season: Why 1998 Was Baseball's Greatest Year,Tim McCarver,1999,Villard Books,,,
156924863X,Crash at Corona: The U.S. Military Retrieval and Cover-Up of a Ufo,Stanton T. Friedman,1994,Pub Group West,,,
184121731X,My Shimmery Glimmery Book,Salina Yoon,2000,Orchard Books,,,
0373806124,Janet Dailey Collector's Edition #12,Author Unknown,1984,Harlequin,,,
055309355X,Mischief,Amanda Quick,1996,Bantam,,,
0671466259,Blueprint For Rapture,Lenora Barber,1983,Silhouette Books,,,
1856263053,Witches - An Encyclopedia of Paganism and Magic,Michael Jordan,1998,Trafalgar Square Publishing,,,
0525249605,Baghdad Without a Map: And Other Misadventures in Arabia,Tony Horwitz,1991,Penguin USA,,,
055315723X,Encyclopedia Brown Takes the Case (Encyclopedia Brown (Paperback)),Donald Sobol,1988,Yearling Books,Records the adventures of the fifth-grade genius who solves Idaville's criminal cases.,Juvenile Fiction,
1590520572,Lists to Live By For Smart Living,Alice Gray,2002,Multnomah,,,
1577310063,No Greater Love,Teresa,1997,New World Library,,,
038549503X,"One Market Under God: Extreme Capitalism, Market Populism, and the End of Economic Democracy",Thomas Frank,2000,Doubleday Books,,,
0691090823,"Capitalism, Democracy, and Ralph's Pretty Good Grocery.",John Mueller,2001,Princeton University Press,,,
0140104410,Middleman and Other Stories,Bharati Mukherjee,1990,South Asia Books,,,
0140507442,Mike and Tony: Best Friends,Harriet Ziefert,1987,Puffin Books,,,
0380976366,Deepdrive,Alexander Jablokov,1998,Avon Books,,,
0590401297,More Two Minute Mysteries,Donald J. Sobol,1986,Scholastic,,,
0413724905,Copenhagen (Methuen Drama (Series).),Michael Frayn,1998,Consortium Book Sales &amp; Dist,,,
0595263151,Darkness Fears: A Tale of the Moon-Chosen,Joseph R. Armstead,2002,Writers Club Press,,,
074755305X,Jacques and Lotka: A Resistance Story,Aude Yung-de Prevaux,2001,Bloomsbury Publishing Plc,,,
0671541390,BOOK OF MASSAGE : The Complete Stepbystep Guide To Eastern And Western Technique,Lucinda Lidell,1984,Fireside,"The classic guide to the relaxing and healing skills of the hands, from massage to shiatsu and reflexology. Beautifully illustrated, with clear step-by-step instructions and authoritative advice on all aspects, The Book of Massage will teach you the power of the human touch--this ancient and expressive language without words.",Holistic medicine,
0195815947,All About Shanghai: A Standard Guidebook (Oxford Paperbacks),H.J. Lethbridge,1986,Oxford Univ Pr,,,
0802705499,Travels around America,Harrison Evans Salisbury,1976,Walker,,,
0312962800,In the Still of the Night (In Still of the Night),Charlotte Lamb,1997,St Martins Pr (Mm),,,
0743445392,The 500 Best Urban Legends Ever!,Yorick Brown,2003,I Books,,,
1582340234,Olympia,Dennis Bock,1999,Bloomsbury Publishing PLC,,,
0671008943,Up Next (May Morrison Mysteries),Nancy Star,1999,Pocket Star,,,
0671412205,HEDGECOE CHLD PHOT,Ella P. Mitchell,1980,Simon &amp; Schuster,,,
